,Year,Country 1,Country 2,No. of Collaborations,No. of Publications of Country 1,No. of Publications of Country 2,Collaborators,Total No. of Publications,Continent of Country 1,Continent of Country 2,Percent of Total Publications of Country 1,Percent of Total Publications of Country 2,Rank of Country 1,Rank of Country 2
122137,2013,Poland,Estonia,2.0,36.0,3.0,Poland & Estonia,2760.0,Europe,Europe,1.30434782609,0.108695652174,19/133,55/133
122155,2013,Romania,Portugal,1.0,21.0,15.0,Romania & Portugal,2760.0,Europe,Europe,0.760869565217,0.54347826087,27/133,31/133
122160,2013,Romania,Switzerland,1.0,21.0,41.0,Romania & Switzerland,2760.0,Europe,Europe,0.760869565217,1.48550724638,27/133,18/133
122168,2013,Romania,Croatia,1.0,21.0,6.0,Romania & Croatia,2760.0,Europe,Europe,0.760869565217,0.217391304348,27/133,44/133
122174,2013,Romania,Slovenia,1.0,21.0,14.0,Romania & Slovenia,2760.0,Europe,Europe,0.760869565217,0.507246376812,27/133,33/133
122189,2013,Netherlands,Belgium,2.0,30.0,45.0,Netherlands & Belgium,2760.0,Europe,Europe,1.08695652174,1.63043478261,22/133,13/133
122191,2013,Netherlands,Czech,2.0,30.0,43.0,Netherlands & Czech,2760.0,Europe,Europe,1.08695652174,1.55797101449,22/133,16/133
122192,2013,Netherlands,Portugal,3.0,30.0,15.0,Netherlands & Portugal,2760.0,Europe,Europe,1.08695652174,0.54347826087,22/133,31/133
122194,2013,Netherlands,Sweden,5.0,30.0,46.0,Netherlands & Sweden,2760.0,Europe,Europe,1.08695652174,1.66666666667,22/133,12/133
122195,2013,Netherlands,Austria,2.0,30.0,16.0,Netherlands & Austria,2760.0,Europe,Europe,1.08695652174,0.579710144928,22/133,29/133
122197,2013,Netherlands,Switzerland,3.0,30.0,41.0,Netherlands & Switzerland,2760.0,Europe,Europe,1.08695652174,1.48550724638,22/133,18/133
122199,2013,Netherlands,Denmark,1.0,30.0,7.0,Netherlands & Denmark,2760.0,Europe,Europe,1.08695652174,0.253623188406,22/133,41/133
122201,2013,Netherlands,Finland,3.0,30.0,22.0,Netherlands & Finland,2760.0,Europe,Europe,1.08695652174,0.797101449275,22/133,24/133
122212,2013,Netherlands,Estonia,1.0,30.0,3.0,Netherlands & Estonia,2760.0,Europe,Europe,1.08695652174,0.108695652174,22/133,55/133
122223,2013,Netherlands,Australia,1.0,30.0,33.0,Netherlands & Australia,2760.0,Europe,Oceania,1.08695652174,1.19565217391,22/133,21/133
122227,2013,Belgium,Czech,1.0,45.0,43.0,Belgium & Czech,2760.0,Europe,Europe,1.63043478261,1.55797101449,13/133,16/133
122229,2013,Belgium,Hungary,7.0,45.0,16.0,Belgium & Hungary,2760.0,Europe,Europe,1.63043478261,0.579710144928,13/133,30/133
122230,2013,Belgium,Sweden,2.0,45.0,46.0,Belgium & Sweden,2760.0,Europe,Europe,1.63043478261,1.66666666667,13/133,12/133
122231,2013,Belgium,Austria,1.0,45.0,16.0,Belgium & Austria,2760.0,Europe,Europe,1.63043478261,0.579710144928,13/133,29/133
122233,2013,Belgium,Switzerland,5.0,45.0,41.0,Belgium & Switzerland,2760.0,Europe,Europe,1.63043478261,1.48550724638,13/133,18/133
122235,2013,Belgium,Denmark,1.0,45.0,7.0,Belgium & Denmark,2760.0,Europe,Europe,1.63043478261,0.253623188406,13/133,41/133
122236,2013,Belgium,Slovakia,2.0,45.0,22.0,Belgium & Slovakia,2760.0,Europe,Europe,1.63043478261,0.797101449275,13/133,25/133
122237,2013,Belgium,Finland,1.0,45.0,22.0,Belgium & Finland,2760.0,Europe,Europe,1.63043478261,0.797101449275,13/133,24/133
122247,2013,Belgium,Slovenia,1.0,45.0,14.0,Belgium & Slovenia,2760.0,Europe,Europe,1.63043478261,0.507246376812,13/133,33/133
122259,2013,Belgium,Australia,1.0,45.0,33.0,Belgium & Australia,2760.0,Europe,Oceania,1.63043478261,1.19565217391,13/133,21/133
122297,2013,Czech,Portugal,2.0,43.0,15.0,Czech & Portugal,2760.0,Europe,Europe,1.55797101449,0.54347826087,16/133,31/133
122298,2013,Czech,Hungary,1.0,43.0,16.0,Czech & Hungary,2760.0,Europe,Europe,1.55797101449,0.579710144928,16/133,30/133
122299,2013,Czech,Sweden,2.0,43.0,46.0,Czech & Sweden,2760.0,Europe,Europe,1.55797101449,1.66666666667,16/133,12/133
122300,2013,Czech,Austria,3.0,43.0,16.0,Czech & Austria,2760.0,Europe,Europe,1.55797101449,0.579710144928,16/133,29/133
122302,2013,Czech,Switzerland,2.0,43.0,41.0,Czech & Switzerland,2760.0,Europe,Europe,1.55797101449,1.48550724638,16/133,18/133
122305,2013,Czech,Slovakia,3.0,43.0,22.0,Czech & Slovakia,2760.0,Europe,Europe,1.55797101449,0.797101449275,16/133,25/133
122306,2013,Czech,Finland,3.0,43.0,22.0,Czech & Finland,2760.0,Europe,Europe,1.55797101449,0.797101449275,16/133,24/133
122313,2013,Czech,Lithuania,2.0,43.0,8.0,Czech & Lithuania,2760.0,Europe,Europe,1.55797101449,0.289855072464,16/133,38/133
122316,2013,Czech,Slovenia,1.0,43.0,14.0,Czech & Slovenia,2760.0,Europe,Europe,1.55797101449,0.507246376812,16/133,33/133
122332,2013,Portugal,Sweden,3.0,15.0,46.0,Portugal & Sweden,2760.0,Europe,Europe,0.54347826087,1.66666666667,31/133,12/133
122333,2013,Portugal,Austria,2.0,15.0,16.0,Portugal & Austria,2760.0,Europe,Europe,0.54347826087,0.579710144928,31/133,29/133
122335,2013,Portugal,Switzerland,6.0,15.0,41.0,Portugal & Switzerland,2760.0,Europe,Europe,0.54347826087,1.48550724638,31/133,18/133
122339,2013,Portugal,Finland,4.0,15.0,22.0,Portugal & Finland,2760.0,Europe,Europe,0.54347826087,0.797101449275,31/133,24/133
122350,2013,Portugal,Estonia,1.0,15.0,3.0,Portugal & Estonia,2760.0,Europe,Europe,0.54347826087,0.108695652174,31/133,55/133
122365,2013,Hungary,Austria,1.0,16.0,16.0,Hungary & Austria,2760.0,Europe,Europe,0.579710144928,0.579710144928,30/133,29/133
122370,2013,Hungary,Slovakia,1.0,16.0,22.0,Hungary & Slovakia,2760.0,Europe,Europe,0.579710144928,0.797101449275,30/133,25/133
122371,2013,Hungary,Finland,1.0,16.0,22.0,Hungary & Finland,2760.0,Europe,Europe,0.579710144928,0.797101449275,30/133,24/133
122381,2013,Hungary,Slovenia,1.0,16.0,14.0,Hungary & Slovenia,2760.0,Europe,Europe,0.579710144928,0.507246376812,30/133,33/133
122396,2013,Sweden,Austria,3.0,46.0,16.0,Sweden & Austria,2760.0,Europe,Europe,1.66666666667,0.579710144928,12/133,29/133
122398,2013,Sweden,Switzerland,3.0,46.0,41.0,Sweden & Switzerland,2760.0,Europe,Europe,1.66666666667,1.48550724638,12/133,18/133
122400,2013,Sweden,Denmark,4.0,46.0,7.0,Sweden & Denmark,2760.0,Europe,Europe,1.66666666667,0.253623188406,12/133,41/133
122402,2013,Sweden,Finland,7.0,46.0,22.0,Sweden & Finland,2760.0,Europe,Europe,1.66666666667,0.797101449275,12/133,24/133
122403,2013,Sweden,Norway,3.0,46.0,6.0,Sweden & Norway,2760.0,Europe,Europe,1.66666666667,0.217391304348,12/133,49/133
122412,2013,Sweden,Slovenia,1.0,46.0,14.0,Sweden & Slovenia,2760.0,Europe,Europe,1.66666666667,0.507246376812,12/133,33/133
122413,2013,Sweden,Estonia,1.0,46.0,3.0,Sweden & Estonia,2760.0,Europe,Europe,1.66666666667,0.108695652174,12/133,55/133
122424,2013,Sweden,Australia,1.0,46.0,33.0,Sweden & Australia,2760.0,Europe,Oceania,1.66666666667,1.19565217391,12/133,21/133
122428,2013,Austria,Switzerland,2.0,16.0,41.0,Austria & Switzerland,2760.0,Europe,Europe,0.579710144928,1.48550724638,29/133,18/133
122431,2013,Austria,Slovakia,2.0,16.0,22.0,Austria & Slovakia,2760.0,Europe,Europe,0.579710144928,0.797101449275,29/133,25/133
122432,2013,Austria,Finland,3.0,16.0,22.0,Austria & Finland,2760.0,Europe,Europe,0.579710144928,0.797101449275,29/133,24/133
122442,2013,Austria,Slovenia,1.0,16.0,14.0,Austria & Slovenia,2760.0,Europe,Europe,0.579710144928,0.507246376812,29/133,33/133
122487,2013,Switzerland,Denmark,1.0,41.0,7.0,Switzerland & Denmark,2760.0,Europe,Europe,1.48550724638,0.253623188406,18/133,41/133
122488,2013,Switzerland,Slovakia,1.0,41.0,22.0,Switzerland & Slovakia,2760.0,Europe,Europe,1.48550724638,0.797101449275,18/133,25/133
122489,2013,Switzerland,Finland,4.0,41.0,22.0,Switzerland & Finland,2760.0,Europe,Europe,1.48550724638,0.797101449275,18/133,24/133
122503,2013,Switzerland,Luxembourg,1.0,41.0,2.0,Switzerland & Luxembourg,2760.0,Europe,Europe,1.48550724638,0.0724637681159,18/133,66/133
122567,2013,Slovakia,Finland,1.0,22.0,22.0,Slovakia & Finland,2760.0,Europe,Europe,0.797101449275,0.797101449275,25/133,24/133
122574,2013,Slovakia,Lithuania,2.0,22.0,8.0,Slovakia & Lithuania,2760.0,Europe,Europe,0.797101449275,0.289855072464,25/133,38/133
122577,2013,Slovakia,Slovenia,1.0,22.0,14.0,Slovakia & Slovenia,2760.0,Europe,Europe,0.797101449275,0.507246376812,25/133,33/133
122601,2013,Finland,Slovenia,2.0,22.0,14.0,Finland & Slovenia,2760.0,Europe,Europe,0.797101449275,0.507246376812,24/133,33/133
122602,2013,Finland,Estonia,1.0,22.0,3.0,Finland & Estonia,2760.0,Europe,Europe,0.797101449275,0.108695652174,24/133,55/133
122687,2013,Croatia,Slovenia,1.0,6.0,14.0,Croatia & Slovenia,2760.0,Europe,Europe,0.217391304348,0.507246376812,44/133,33/133
122892,2014,USA,Mexico,4.0,337.0,14.0,USA & Mexico,2383.0,North America,North America,14.1418380193,0.587494754511,1/133,29/133
122893,2014,USA,Canada,5.0,337.0,35.0,USA & Canada,2383.0,North America,North America,14.1418380193,1.46873688628,1/133,17/133
122905,2014,USA,Brazil,3.0,337.0,34.0,USA & Brazil,2383.0,North America,South America,14.1418380193,1.42677297524,1/133,19/133
122906,2014,USA,Colombia,1.0,337.0,1.0,USA & Colombia,2383.0,North America,South America,14.1418380193,0.0419639110365,1/133,72/133
122911,2014,USA,Ecuador,1.0,337.0,1.0,USA & Ecuador,2383.0,North America,South America,14.1418380193,0.0419639110365,1/133,76/133
122919,2014,USA,Chad,1.0,337.0,2.0,USA & Chad,2383.0,North America,Africa,14.1418380193,0.083927822073,1/133,60/133
122940,2014,USA,China,14.0,337.0,214.0,USA & China,2383.0,North America,Asia,14.1418380193,8.98027696181,1/133,2/133
122941,2014,USA,India,3.0,337.0,154.0,USA & India,2383.0,North America,Asia,14.1418380193,6.46244229962,1/133,6/133
122945,2014,USA,Russia,10.0,337.0,116.0,USA & Russia,2383.0,North America,Asia,14.1418380193,4.86781368023,1/133,7/133
122946,2014,USA,Japan,18.0,337.0,197.0,USA & Japan,2383.0,North America,Asia,14.1418380193,8.26689047419,1/133,3/133
122953,2014,USA,Korea,18.0,337.0,114.0,USA & Korea,2383.0,North America,Asia,14.1418380193,4.78388585816,1/133,8/133
122957,2014,USA,Uzbekistan,1.0,337.0,2.0,USA & Uzbekistan,2383.0,North America,Asia,14.1418380193,0.083927822073,1/133,63/133
122976,2014,USA,Taiwan,1.0,337.0,13.0,USA & Taiwan,2383.0,North America,Asia,14.1418380193,0.545530843475,1/133,32/133
122977,2014,USA,Germany,15.0,337.0,162.0,USA & Germany,2383.0,North America,Europe,14.1418380193,6.79815358791,1/133,5/133
122978,2014,USA,France,19.0,337.0,173.0,USA & France,2383.0,North America,Europe,14.1418380193,7.25975660932,1/133,4/133
122980,2014,USA,Italy,10.0,337.0,67.0,USA & Italy,2383.0,North America,Europe,14.1418380193,2.81158203945,1/133,10/133
122981,2014,USA,UK,1.0,337.0,2.0,USA & UK,2383.0,North America,Europe,14.1418380193,0.083927822073,1/133,58/133
122982,2014,USA,Spain,3.0,337.0,69.0,USA & Spain,2383.0,North America,Europe,14.1418380193,2.89550986152,1/133,9/133
122983,2014,USA,Ukraine,2.0,337.0,21.0,USA & Ukraine,2383.0,North America,Europe,14.1418380193,0.881242131767,1/133,22/133
122984,2014,USA,Poland,4.0,337.0,43.0,USA & Poland,2383.0,North America,Europe,14.1418380193,1.80444817457,1/133,13/133
122986,2014,USA,Netherlands,6.0,337.0,31.0,USA & Netherlands,2383.0,North America,Europe,14.1418380193,1.30088124213,1/133,20/133
122987,2014,USA,Belgium,3.0,337.0,37.0,USA & Belgium,2383.0,North America,Europe,14.1418380193,1.55266470835,1/133,16/133
122988,2014,USA,Greece,1.0,337.0,8.0,USA & Greece,2383.0,North America,Europe,14.1418380193,0.335711288292,1/133,38/133
122989,2014,USA,Czech,3.0,337.0,35.0,USA & Czech,2383.0,North America,Europe,14.1418380193,1.46873688628,1/133,18/133
122990,2014,USA,Portugal,1.0,337.0,12.0,USA & Portugal,2383.0,North America,Europe,14.1418380193,0.503566932438,1/133,35/133
122992,2014,USA,Sweden,5.0,337.0,38.0,USA & Sweden,2383.0,North America,Europe,14.1418380193,1.59462861939,1/133,15/133
122993,2014,USA,Austria,3.0,337.0,13.0,USA & Austria,2383.0,North America,Europe,14.1418380193,0.545530843475,1/133,31/133
122995,2014,USA,Switzerland,7.0,337.0,53.0,USA & Switzerland,2383.0,North America,Europe,14.1418380193,2.22408728493,1/133,12/133
122997,2014,USA,Denmark,1.0,337.0,6.0,USA & Denmark,2383.0,North America,Europe,14.1418380193,0.251783466219,1/133,41/133
122998,2014,USA,Slovakia,1.0,337.0,13.0,USA & Slovakia,2383.0,North America,Europe,14.1418380193,0.545530843475,1/133,33/133
122999,2014,USA,Finland,2.0,337.0,14.0,USA & Finland,2383.0,North America,Europe,14.1418380193,0.587494754511,1/133,27/133
123000,2014,USA,Norway,2.0,337.0,9.0,USA & Norway,2383.0,North America,Europe,14.1418380193,0.377675199329,1/133,37/133
123001,2014,USA,Georgia,3.0,337.0,3.0,USA & Georgia,2383.0,North America,Europe,14.1418380193,0.12589173311,1/133,52/133
123002,2014,USA,Ireland,2.0,337.0,4.0,USA & Ireland,2383.0,North America,Europe,14.1418380193,0.167855644146,1/133,48/133
123006,2014,USA,Lithuania,1.0,337.0,12.0,USA & Lithuania,2383.0,North America,Europe,14.1418380193,0.503566932438,1/133,36/133
123009,2014,USA,Slovenia,3.0,337.0,13.0,USA & Slovenia,2383.0,North America,Europe,14.1418380193,0.545530843475,1/133,34/133
123013,2014,USA,Luxembourg,1.0,337.0,1.0,USA & Luxembourg,2383.0,North America,Europe,14.1418380193,0.0419639110365,1/133,77/133
123021,2014,USA,Australia,2.0,337.0,15.0,USA & Australia,2383.0,North America,Oceania,14.1418380193,0.629458665548,1/133,26/133
123036,2014,Mexico,Brazil,2.0,14.0,34.0,Mexico & Brazil,2383.0,North America,South America,0.587494754511,1.42677297524,29/133,19/133
123037,2014,Mexico,Colombia,1.0,14.0,1.0,Mexico & Colombia,2383.0,North America,South America,0.587494754511,0.0419639110365,29/133,72/133
123042,2014,Mexico,Ecuador,1.0,14.0,1.0,Mexico & Ecuador,2383.0,North America,South America,0.587494754511,0.0419639110365,29/133,76/133
123071,2014,Mexico,China,1.0,14.0,214.0,Mexico & China,2383.0,North America,Asia,0.587494754511,8.98027696181,29/133,2/133
123072,2014,Mexico,India,1.0,14.0,154.0,Mexico & India,2383.0,North America,Asia,0.587494754511,6.46244229962,29/133,6/133
123076,2014,Mexico,Russia,1.0,14.0,116.0,Mexico & Russia,2383.0,North America,Asia,0.587494754511,4.86781368023,29/133,7/133
123077,2014,Mexico,Japan,1.0,14.0,197.0,Mexico & Japan,2383.0,North America,Asia,0.587494754511,8.26689047419,29/133,3/133
123084,2014,Mexico,Korea,1.0,14.0,114.0,Mexico & Korea,2383.0,North America,Asia,0.587494754511,4.78388585816,29/133,8/133
123108,2014,Mexico,Germany,1.0,14.0,162.0,Mexico & Germany,2383.0,North America,Europe,0.587494754511,6.79815358791,29/133,5/133
123109,2014,Mexico,France,2.0,14.0,173.0,Mexico & France,2383.0,North America,Europe,0.587494754511,7.25975660932,29/133,4/133
123113,2014,Mexico,Spain,2.0,14.0,69.0,Mexico & Spain,2383.0,North America,Europe,0.587494754511,2.89550986152,29/133,9/133
123114,2014,Mexico,Ukraine,1.0,14.0,21.0,Mexico & Ukraine,2383.0,North America,Europe,0.587494754511,0.881242131767,29/133,22/133
123117,2014,Mexico,Netherlands,1.0,14.0,31.0,Mexico & Netherlands,2383.0,North America,Europe,0.587494754511,1.30088124213,29/133,20/133
123120,2014,Mexico,Czech,1.0,14.0,35.0,Mexico & Czech,2383.0,North America,Europe,0.587494754511,1.46873688628,29/133,18/133
123123,2014,Mexico,Sweden,1.0,14.0,38.0,Mexico & Sweden,2383.0,North America,Europe,0.587494754511,1.59462861939,29/133,15/133
123133,2014,Mexico,Ireland,1.0,14.0,4.0,Mexico & Ireland,2383.0,North America,Europe,0.587494754511,0.167855644146,29/133,48/133
123168,2014,Canada,Argentina,1.0,35.0,7.0,Canada & Argentina,2383.0,North America,South America,1.46873688628,0.293747377256,17/133,40/133
123177,2014,Canada,Algeria,1.0,35.0,3.0,Canada & Algeria,2383.0,North America,Africa,1.46873688628,0.12589173311,17/133,53/133
123180,2014,Canada,Chad,1.0,35.0,2.0,Canada & Chad,2383.0,North America,Africa,1.46873688628,0.083927822073,17/133,60/133
123201,2014,Canada,China,2.0,35.0,214.0,Canada & China,2383.0,North America,Asia,1.46873688628,8.98027696181,17/133,2/133
123207,2014,Canada,Japan,1.0,35.0,197.0,Canada & Japan,2383.0,North America,Asia,1.46873688628,8.26689047419,17/133,3/133
123238,2014,Canada,Germany,2.0,35.0,162.0,Canada & Germany,2383.0,North America,Europe,1.46873688628,6.79815358791,17/133,5/133
123239,2014,Canada,France,4.0,35.0,173.0,Canada & France,2383.0,North America,Europe,1.46873688628,7.25975660932,17/133,4/133
123245,2014,Canada,Poland,1.0,35.0,43.0,Canada & Poland,2383.0,North America,Europe,1.46873688628,1.80444817457,17/133,13/133
123248,2014,Canada,Belgium,1.0,35.0,37.0,Canada & Belgium,2383.0,North America,Europe,1.46873688628,1.55266470835,17/133,16/133
123250,2014,Canada,Czech,1.0,35.0,35.0,Canada & Czech,2383.0,North America,Europe,1.46873688628,1.46873688628,17/133,18/133
123254,2014,Canada,Austria,1.0,35.0,13.0,Canada & Austria,2383.0,North America,Europe,1.46873688628,0.545530843475,17/133,31/133
123256,2014,Canada,Switzerland,1.0,35.0,53.0,Canada & Switzerland,2383.0,North America,Europe,1.46873688628,2.22408728493,17/133,12/133
124649,2014,Brazil,Colombia,1.0,34.0,1.0,Brazil & Colombia,2383.0,South America,South America,1.42677297524,0.0419639110365,19/133,72/133
124654,2014,Brazil,Ecuador,1.0,34.0,1.0,Brazil & Ecuador,2383.0,South America,South America,1.42677297524,0.0419639110365,19/133,76/133
124683,2014,Brazil,China,1.0,34.0,214.0,Brazil & China,2383.0,South America,Asia,1.42677297524,8.98027696181,19/133,2/133
124684,2014,Brazil,India,1.0,34.0,154.0,Brazil & India,2383.0,South America,Asia,1.42677297524,6.46244229962,19/133,6/133
124688,2014,Brazil,Russia,1.0,34.0,116.0,Brazil & Russia,2383.0,South America,Asia,1.42677297524,4.86781368023,19/133,7/133
124696,2014,Brazil,Korea,1.0,34.0,114.0,Brazil & Korea,2383.0,South America,Asia,1.42677297524,4.78388585816,19/133,8/133
124720,2014,Brazil,Germany,2.0,34.0,162.0,Brazil & Germany,2383.0,South America,Europe,1.42677297524,6.79815358791,19/133,5/133
124721,2014,Brazil,France,2.0,34.0,173.0,Brazil & France,2383.0,South America,Europe,1.42677297524,7.25975660932,19/133,4/133
124725,2014,Brazil,Spain,1.0,34.0,69.0,Brazil & Spain,2383.0,South America,Europe,1.42677297524,2.89550986152,19/133,9/133
124726,2014,Brazil,Ukraine,2.0,34.0,21.0,Brazil & Ukraine,2383.0,South America,Europe,1.42677297524,0.881242131767,19/133,22/133
124729,2014,Brazil,Netherlands,1.0,34.0,31.0,Brazil & Netherlands,2383.0,South America,Europe,1.42677297524,1.30088124213,19/133,20/133
124732,2014,Brazil,Czech,1.0,34.0,35.0,Brazil & Czech,2383.0,South America,Europe,1.42677297524,1.46873688628,19/133,18/133
124735,2014,Brazil,Sweden,1.0,34.0,38.0,Brazil & Sweden,2383.0,South America,Europe,1.42677297524,1.59462861939,19/133,15/133
124745,2014,Brazil,Ireland,1.0,34.0,4.0,Brazil & Ireland,2383.0,South America,Europe,1.42677297524,0.167855644146,19/133,48/133
124771,2014,Colombia,Ecuador,1.0,1.0,1.0,Colombia & Ecuador,2383.0,South America,South America,0.0419639110365,0.0419639110365,72/133,76/133
124800,2014,Colombia,China,1.0,1.0,214.0,Colombia & China,2383.0,South America,Asia,0.0419639110365,8.98027696181,72/133,2/133
124801,2014,Colombia,India,1.0,1.0,154.0,Colombia & India,2383.0,South America,Asia,0.0419639110365,6.46244229962,72/133,6/133
124805,2014,Colombia,Russia,1.0,1.0,116.0,Colombia & Russia,2383.0,South America,Asia,0.0419639110365,4.86781368023,72/133,7/133
124813,2014,Colombia,Korea,1.0,1.0,114.0,Colombia & Korea,2383.0,South America,Asia,0.0419639110365,4.78388585816,72/133,8/133
124837,2014,Colombia,Germany,1.0,1.0,162.0,Colombia & Germany,2383.0,South America,Europe,0.0419639110365,6.79815358791,72/133,5/133
124838,2014,Colombia,France,1.0,1.0,173.0,Colombia & France,2383.0,South America,Europe,0.0419639110365,7.25975660932,72/133,4/133
124842,2014,Colombia,Spain,1.0,1.0,69.0,Colombia & Spain,2383.0,South America,Europe,0.0419639110365,2.89550986152,72/133,9/133
124843,2014,Colombia,Ukraine,1.0,1.0,21.0,Colombia & Ukraine,2383.0,South America,Europe,0.0419639110365,0.881242131767,72/133,22/133
124846,2014,Colombia,Netherlands,1.0,1.0,31.0,Colombia & Netherlands,2383.0,South America,Europe,0.0419639110365,1.30088124213,72/133,20/133
124849,2014,Colombia,Czech,1.0,1.0,35.0,Colombia & Czech,2383.0,South America,Europe,0.0419639110365,1.46873688628,72/133,18/133
124852,2014,Colombia,Sweden,1.0,1.0,38.0,Colombia & Sweden,2383.0,South America,Europe,0.0419639110365,1.59462861939,72/133,15/133
124862,2014,Colombia,Ireland,1.0,1.0,4.0,Colombia & Ireland,2383.0,South America,Europe,0.0419639110365,0.167855644146,72/133,48/133
124917,2014,Argentina,India,1.0,7.0,154.0,Argentina & India,2383.0,South America,Asia,0.293747377256,6.46244229962,40/133,6/133
125036,2014,Venezuela,Russia,1.0,2.0,116.0,Venezuela & Russia,2383.0,South America,Asia,0.083927822073,4.86781368023,69/133,7/133
125069,2014,Venezuela,France,1.0,2.0,173.0,Venezuela & France,2383.0,South America,Europe,0.083927822073,7.25975660932,69/133,4/133
125071,2014,Venezuela,Italy,1.0,2.0,67.0,Venezuela & Italy,2383.0,South America,Europe,0.083927822073,2.81158203945,69/133,10/133
125076,2014,Venezuela,Romania,1.0,2.0,16.0,Venezuela & Romania,2383.0,South America,Europe,0.083927822073,0.671422576584,69/133,25/133
125268,2014,Chile,Iran,2.0,3.0,17.0,Chile & Iran,2383.0,South America,Asia,0.12589173311,0.713386487621,54/133,23/133
125271,2014,Chile,Korea,1.0,3.0,114.0,Chile & Korea,2383.0,South America,Asia,0.12589173311,4.78388585816,54/133,8/133
125313,2014,Chile,Switzerland,2.0,3.0,53.0,Chile & Switzerland,2383.0,South America,Europe,0.12589173311,2.22408728493,54/133,12/133
125370,2014,Ecuador,China,1.0,1.0,214.0,Ecuador & China,2383.0,South America,Asia,0.0419639110365,8.98027696181,76/133,2/133
125371,2014,Ecuador,India,1.0,1.0,154.0,Ecuador & India,2383.0,South America,Asia,0.0419639110365,6.46244229962,76/133,6/133
125375,2014,Ecuador,Russia,1.0,1.0,116.0,Ecuador & Russia,2383.0,South America,Asia,0.0419639110365,4.86781368023,76/133,7/133
125383,2014,Ecuador,Korea,1.0,1.0,114.0,Ecuador & Korea,2383.0,South America,Asia,0.0419639110365,4.78388585816,76/133,8/133
125407,2014,Ecuador,Germany,1.0,1.0,162.0,Ecuador & Germany,2383.0,South America,Europe,0.0419639110365,6.79815358791,76/133,5/133
125408,2014,Ecuador,France,1.0,1.0,173.0,Ecuador & France,2383.0,South America,Europe,0.0419639110365,7.25975660932,76/133,4/133
125412,2014,Ecuador,Spain,1.0,1.0,69.0,Ecuador & Spain,2383.0,South America,Europe,0.0419639110365,2.89550986152,76/133,9/133
125413,2014,Ecuador,Ukraine,1.0,1.0,21.0,Ecuador & Ukraine,2383.0,South America,Europe,0.0419639110365,0.881242131767,76/133,22/133
125416,2014,Ecuador,Netherlands,1.0,1.0,31.0,Ecuador & Netherlands,2383.0,South America,Europe,0.0419639110365,1.30088124213,76/133,20/133
125419,2014,Ecuador,Czech,1.0,1.0,35.0,Ecuador & Czech,2383.0,South America,Europe,0.0419639110365,1.46873688628,76/133,18/133
125422,2014,Ecuador,Sweden,1.0,1.0,38.0,Ecuador & Sweden,2383.0,South America,Europe,0.0419639110365,1.59462861939,76/133,15/133
125432,2014,Ecuador,Ireland,1.0,1.0,4.0,Ecuador & Ireland,2383.0,South America,Europe,0.0419639110365,0.167855644146,76/133,48/133
125798,2014,Nigeria,Ghana,1.0,2.0,5.0,Nigeria & Ghana,2383.0,Africa,Africa,0.083927822073,0.209819555183,64/133,42/133
125824,2014,Nigeria,Malaysia,1.0,2.0,17.0,Nigeria & Malaysia,2383.0,Africa,Asia,0.083927822073,0.713386487621,64/133,24/133
125828,2014,Nigeria,Yemen,1.0,2.0,2.0,Nigeria & Yemen,2383.0,Africa,Asia,0.083927822073,0.083927822073,64/133,61/133
125848,2014,Nigeria,Italy,1.0,2.0,67.0,Nigeria & Italy,2383.0,Africa,Europe,0.083927822073,2.81158203945,64/133,10/133
125953,2014,Algeria,France,1.0,3.0,173.0,Algeria & France,2383.0,Africa,Europe,0.12589173311,7.25975660932,53/133,4/133
126141,2014,Sudan,Arabia,1.0,5.0,14.0,Sudan & Arabia,2383.0,Africa,Asia,0.209819555183,0.587494754511,45/133,30/133
126142,2014,Sudan,Malaysia,2.0,5.0,17.0,Sudan & Malaysia,2383.0,Africa,Asia,0.209819555183,0.713386487621,45/133,24/133
126205,2014,Sudan,Monaco,1.0,5.0,2.0,Sudan & Monaco,2383.0,Africa,Europe,0.209819555183,0.083927822073,45/133,62/133
126833,2014,Egypt,China,1.0,41.0,214.0,Egypt & China,2383.0,Africa,Asia,1.7205203525,8.98027696181,14/133,2/133
126842,2014,Egypt,Turkey,1.0,41.0,61.0,Egypt & Turkey,2383.0,Africa,Asia,1.7205203525,2.55979857323,14/133,11/133
126848,2014,Egypt,Arabia,7.0,41.0,14.0,Egypt & Arabia,2383.0,Africa,Asia,1.7205203525,0.587494754511,14/133,30/133
126870,2014,Egypt,Germany,1.0,41.0,162.0,Egypt & Germany,2383.0,Africa,Europe,1.7205203525,6.79815358791,14/133,5/133
126884,2014,Egypt,Hungary,2.0,41.0,22.0,Egypt & Hungary,2383.0,Africa,Europe,1.7205203525,0.923206042803,14/133,21/133
126893,2014,Egypt,Norway,1.0,41.0,9.0,Egypt & Norway,2383.0,Africa,Europe,1.7205203525,0.377675199329,14/133,37/133
127026,2014,Morocco,China,1.0,3.0,214.0,Morocco & China,2383.0,Africa,Asia,0.12589173311,8.98027696181,56/133,2/133
127032,2014,Morocco,Japan,1.0,3.0,197.0,Morocco & Japan,2383.0,Africa,Asia,0.12589173311,8.26689047419,56/133,3/133
127063,2014,Morocco,Germany,1.0,3.0,162.0,Morocco & Germany,2383.0,Africa,Europe,0.12589173311,6.79815358791,56/133,5/133
